CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR,KOS,SSD,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2.236717159,-1.469687801,2.112907217,,3.274537865,,2.606786294,1.328814381,-2.397254661,5.307744062,1.058508842,0,1.351730097,1.915204205,3.049462143,2.001192273,-0.250733043,-0.117267677,0.307919511,2.884815434,3.553905816,0.490597877,-2.028631332,2.295288072,-6.034338362,2.652757616,1.525221161,,2.722848331,-0.43768923,2.78164677,1.363866725,3.017147265,2.705056607,0.961244855,2.336254989,4.276922034,2.649002521,3.093870462,1.743782024,1.130260632,1.840602637,2.111400782,2.446973005,,2.428573946,3.375707533,0.215285336,0.508164578,1.519756547,0.048386317,1.4824591,3.79486247,0.307870168,1.57958582,0.485338234,1.894151081,1.993499118,1.89330603,1.419183327,3.501064376,0.131150695,-2.096796467,3.265198039,1.340818516,0.452979603,0.404478604,3.10262576,3.802554031,-1.013034746,0.442609162,2.817993577,0.380992789,0.827827174,1.114525013,2.322317069,3.868600078,2.657657301,0.384075773,1.99108697,,2.544747001,2.252030431,-0.136873449,0.83050685,1.803659422,1.490056937,1.607866499,2.659212076,0.207457321,2.589262849,0.02093644,0.774470693,0.340685789,3.889371333,-1.450854034,3.106274537,1.271833146,,-0.066057472,2.626270667,-1.480354264,3.442652487,1.509435522,-1.662839318,2.013961777,1.297650195,-0.681108749,1.361840137,1.684482301,3.061752321,0.518566465,2.524396586,2.65442253,2.661441902,1.022129389,1.976916693,2.675442933,1.4479891,1.794004607,1.951351247,0.934276608,0.115155017,1.361679132,,1.572432473,3.69016243,1.377258883,2.421387681,,2.493538069,0.665594628,,1.331999728,2.370498605,3.315941178,2.498886279,,0.568879734,3.126211732,2.508278037,2.313953114,4.477873278,2.046485875,2.639810949,2.379112444,1.842172158,2.233801842,0.219732929,0.240336587,2.012818249,0.897089929,-0.297337697,-0.105526985,-0.123965844,-6.526894213,-0.47236139,1.968237298,0.035171508,0.900385761,,1.877042123,2.505869479,2.746464367,0.457854792,1.65475203,-0.862133117,3.134307811,0.425416922,1.117386553,2.865945442,-0.220869582,2.13698239,0.268970982,1.034891801,2.626944271,1.327198798,2.024708992,0.709745655,0.803909009,2.673658851,1.482462384,1.109869606,0.488993763,2.471337468,2.418859959,,0.544052975,0.749976947,1.808574547,1.743727052,2.55398727,5.591736759,0.436300867,3.263026077,-0.496000605,5.334924466,0.254586487,3.228075483,1.226296089,0.729054092,1.963103725,2.713434459,2.163816157,1.874259993,4.576774305,2.494184702,2.038514599,,,,0.542006747,,,0.928877577,0.33482096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,8.052,2.705,3.697,,7.063,,,2.827,2.176,2.126,1.842,1.44,2.52,2.549,3.152,3.739,1.56,1.51,1.55,4.201,6.446,,5.057,4.663,1.534,4.117,2.537,,2.979,1.37,6.62,6.37,5.248,5.502,,4.655,,5.622,6.641,2.453,1.924,2.92,4.866,5.085,,2.833,5.706,1.47,1.628,2.239,1.44,2.271,7.138,1.806,5.633,,3.195,3.292,3.747,3.614,5.901,5.97,1.37,6.879,3.307,1.85,1.65,4.906,5.981,1.946,1.24,5.188,,1.36,3.254,5.32,6.471,5.914,2.526,4.997,,4.735,1.355,1.64,2.14,3.743,2.771,3.435,5.712,1.86,2.9,1.22,2.779,1.5,4.892,,5.366,,2.994,3.14,5.702,1.39,2.926,4.617,6.305,3.825,,1.57,1.72,1.405,6.066,6.669,3.346,4.706,6.7,1.89,,5.569,2.25,3.062342468,4.716,,3.098,1.813,,3.427,6.046,2.932,4.715,,4.784,1.57,,2,4.225,7.739,6.327,,1.87,5.986,5.455,,6.345,2.833,4.685,4.177,3.413,4.016,1.798,1.44,3.868,1.67,1.975,1.41,1.4,6.063,,2.8,2.76,4.632,,5.051,5.2,6.325,,,5.479,1.75,1.66,1.32,5.344,6.492,3.196,1.2,2.329,5.712,2.653,5.035,1.88,1.49,4.548,4.702,1.976,1.985,6.125,5.809,,4.394,1.957,2.9,2.799,3.707,,,7.041,1.5,3.577,1.74,5.946,2.0015,,3.537,4.761,,3.028,7.417,6.257,4.516,,,,2.47,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,3,3,4,2,1,1,1,2,3,1,2,4,1,4,4,2,4,4,2,4,2,3,3,3,1,3,1,3,2,4,4,1,1,4,1,3,4,0,2,2,1,1,1,4,2,4,1,2,3,3,1,3,3,4,2,1,1,1,2,3,1,2,4,1,4,4,2,4,4,2,4,2,3,3,3,1,3,1,3,2,4,4,1,1,4,1,3,4,0,2,2,1,1,1,4,2,4,1,2,3,3,1,3,3,4,2,1,1,1,2,3,1,2,4,1,4,4,2,4,4,2,4,2,3,3,3,1,3,1,3,2,4,4,1,1,4,1,3,4,0,2,2,1,1,1,4,2,4,1,2,3,3,1,3,3,4,2,1,1,1,2,3,1,2,4,1,4,4,2,4,4,2,4,2,3,3,3,1,3,1,3,2,4,4,1,1,4,1,3,4,0,2,2,1,1,1,4,2,4,1,2,3,3,1,3,3,4,2,1,1,1,2,3,1,2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,19860895.77,3219665,27146225,,11773641,,64671,33867233,3370387,72939,17667000,7928746,7495000,270885,544691,123092960,259565,10239000,10084500,205000,5340825,61000,524103,7151894,3677415,1471623,156985824,,279503,8472000,9579764,6014740,10539239,13325466,28833410.36,380411,30013.5,3164729,6696745,13930847,1178440000,35149590,466089.2458,2656513,,3312487,14020378,4640000,10805014,709629,10331000,21107504,41831441,5189000,600957,72091.96336,7826728,10975107,61488554,5578389,421883,3176702,1494000,53455787,748677,5066000,58955673,1020608,1005605,4911100,81156000,16316159,28555,10466000,98237,9554062,6955346,1107234,754130,7554892,,5316555,5901000,10357522,263800,899329000,185933497,57088354.62,20469395.14,3563300,5261000,56832750,2441023.646,124536000,3905930.646,16330419,25870749,75237,,4543000,4564946,2586000,3277910,1672250,1944769,4644022,30166,3683000,397475,398705,12340943,9721620,19578301,235542,9313042,370179.6198,49022.88838,2150796,1097000,87953641.63,103780,30043,2259130,606568,,26132525,14857808,42683418,1543407,,20572091,15279096.95,,3572200,4450358,8702307,105079844,,4312000,2047241,116444164.8,16361,2262675.6,2565814,4465969,4581376,23087492,66931363,38459000,9974000,504817,44056000,3705000,22755000,148520000,5919662,41380.27781,139908,108023,165183,,123234,17378458.48,8198447,7699306.774,72711.40834,4040994,3313500,5324600,1966800,341782,6494706,37473796.4,39189400,17726343,28605664,424312,929623,8718600,6938000,13864892,5609086,58905973,1944343,821141,4207688,,96419,1246818,8657400,59117506,3992762,13841,9148,19643839,52179209.7,2180446,57718614,28156457,259919000,3171303,21942000,159857,21121000,70348300.45,14229281,8478471,11266978,,,,55200,,,3615497,71262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2.236717159,-1.360626484,2.272755286,,3.412583289,,2.275544479,1.35119614,-2.333274334,5.673510372,0.978336681,1.861482477,1.519152695,1.95787197,3.230679095,2.034951937,-0.133211179,0.224883986,0.392459333,2.970515441,3.663879316,0,-2.356284451,2.326267882,-6.678451939,2.759343072,1.543014209,,2.772211973,-0.79943995,2.785691912,1.624515437,3.21535625,2.78519982,1.094331918,2.397798331,4.567392917,2.666164562,3.066854019,1.814962536,1.149619431,1.86681517,2.111400782,2.659856865,,2.411680633,3.476749419,3.732595761,0.577340589,1.486983525,0.125914104,1.557651681,4.109892188,0.366831187,1.496776438,0.204327873,1.950133348,2.106717546,1.943418399,1.53502869,3.567653812,-0.152337616,-2.576951318,3.367400503,1.353219183,0.474872281,0.41574251,3.202889947,3.82427159,0.768558451,0.657685644,2.880787008,0.463337555,0.921488571,1.140471002,2.332075572,4.182669665,2.731149776,0.407656199,2.007969147,,2.642751357,1.717770734,-0.114045249,1.028776458,1.852646766,1.525124653,1.607866499,2.659212076,0.399303157,2.658091779,0.061779244,0.739303885,0.246819413,4.528387664,-0.663278467,3.223688518,1.288217345,,-0.066013865,2.675123306,-1.763173311,3.694955269,1.421022104,-3.727585955,2.035511147,1.314710785,-0.460518219,1.342387029,1.921249033,3.044899177,0.41118735,2.540364584,2.842054514,2.575345969,0.975803283,1.976916693,2.650309246,1.469264264,1.81783692,2.404866888,0.919569771,0.146801339,1.248679763,,1.644982178,3.696172706,1.4125493,2.525456329,,2.484183315,0.66386712,,1.140231107,2.457899897,3.272539754,2.519467502,,0.59546138,3.397312238,2.506327559,2.425111114,4.477873278,2.053273622,2.614831112,2.440518568,1.891320175,2.273501322,0.245497281,0.110347606,2.16321305,0.896049042,-0.107903976,-0.149306193,-0.113724698,-8.271369241,-0.493852252,1.99025551,0.092615753,0.837725424,,1.908814478,2.505869479,2.768852215,0.68921622,1.460760244,-0.899016597,2.530620053,0.340510718,-1.503787736,2.877612414,-0.692225865,2.111755251,0.31089836,1.115605161,2.619818609,1.33692941,2.064355809,0.58205909,0.912190499,2.78270212,1.605376416,1.229677347,0.519672144,3.290507561,2.208812019,,0.622141,0.790561236,1.953722486,1.752932356,2.800008247,6.283970244,0.493124664,3.339693359,0.055485697,5.1627758,0.239743703,3.36929767,1.31868,0.715922705,2.272458415,2.911412861,2.211674639,1.950099361,4.875394725,2.459360789,2.243143841,,,,-0.180995525,,,0.842176258,0.252908582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,8.034,2.76,3.957,,7.093,,,2.875,2.295,2.159,1.859,1.48,2.7,2.567,3.289,3.889,1.584,1.61,1.61,4.286,6.526,,5.291,4.742,1.556,4.252,2.583,,3.047,1.45,6.681,6.442,5.428,5.62,1.7,4.821,,5.653,6.647,2.51,2.005,2.966,5.005,5.156,,2.915,5.84,1.52,1.65,2.308,1.67,2.307,7.14,1.75,5.779,,3.262,3.368,3.9,3.695,5.902,6.042,1.45,6.956,3.331,1.81,1.65,5.015,6.017,2.013,1.28,5.29,,1.34,3.401,5.397,6.547,5.91,2.534,5.103,,4.846,1.342,1.69,2.22,3.818,2.849,3.77,5.784,1.93,,1.25,2.816,1.458,5.05,2.3,5.506,,3.122,3.3,5.796,1.51,2.977,4.686,6.361,4.02,,1.67,1.69,1.5,6.126,6.738,3.436,5.075,6.7,2.01,,5.646,2.21,3.153375358,4.766,,3.352,1.815,,3.573,6.098,3.04,4.842,,4.887,1.57,,2.05,4.381,7.774,6.403,,1.86,6.185,5.613,,6.394,2.864,4.701,4.266,3.514,4.1,1.85,1.53,4.008,1.67,2.079,1.44,1.385,6.193,,2.8,2.811,4.673,,5.129,5.362,6.437,,,5.49,1.778,1.92,1.34,5.474,6.508,3.296,1.27,2.387,5.78,2.635,5.211,2,1.51,4.764,4.825,2.013,2.028,5.874,5.932,,4.452,2.06,,2.861,3.898,,,7.059,1.6,3.779,1.82,6.013,2.0195,,3.8,4.804,,3.198,7.606,6.294,4.674,,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2,1,2,0,2,1,2,3,3,2,1,2,0,1,4,1,1,2,2,2,2,0,4,2,2,0,0,3,0,1,0,0,0,3,2,1,0,3,2,3,3,1,1,0,1,0,2,2,2,2,4,2,1,2,0,2,1,2,3,3,2,1,2,0,1,4,1,1,2,2,2,2,0,4,2,2,0,0,3,0,1,0,0,0,3,2,1,0,3,2,3,3,1,1,0,1,0,2,2,2,2,4,2,1,2,0,2,1,2,3,3,2,1,2,0,1,4,1,1,2,2,2,2,0,4,2,2,0,0,3,0,1,0,0,0,3,2,1,0,3,2,3,3,1,1,0,1,0,2,2,2,2,4,2,1,2,0,2,1,2,3,3,2,1,2,0,1,4,1,1,2,2,2,2,0,4,2,2,0,0,3,0,1,0,0,0,3,2,1,0,3,2,3,3,1,1,0,1,0,2,2,2,2,4,2,1,2,0,2,1,2,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,19421594.98,3263772,26536216,,11378634,,63216,33412698,3449952,68916,17495000,7782519,7382000,265633,527375,120613392,259911,10216000,10045000,199000,5148685,61000,536599,6987442,3931396,1431571,154582103,,271861,8540000,9316584,5917819,10205755,12959446,28519597.36,371398,28673.5,3081467,6494483,13680288,1164970000,34499499,456351.3981,2586785,,3233556,13541301,4470000,10742812,699155,10318000,20781270,40147064,5170000,592029,71944.80977,7675575,10746311,60305111,5493413,407097,3181545,1533000,51685687,738614,5042000,58711078,988437,967874,4873500,80624000,15852831,28423,10370000,97123,9333832,6670427,1077403,751062,7404705,,5177892,5800500,10369341,261100,882821000,183119294,56177790.04,19932244.15,3549100,5123000,56797650,2423043.608,124229000,3733000,16439095.17,25050056,74274,,4546000,4444447,2632000,3159003,1648655,2018630,4550448,29772,3700000,392175,391118,11970837,9681728,19087205,228942,9076261,366584.9618,48063.26346,2094542,1081000,86369232.47,101314,29768,2255816,599041,,25706166,14318663,42084732,1504917,,20067338,15178000,,3531700,4342306,8422130,102465464,,4286400,1978858,113561962.2,15969,2163590.854,2513668,4350705,4470920,22654937,65426845,38364700,9963000,494014,43663000,3709000,22789000,148689000,6430119,41585.14069,137151,107923,163805,,120904,16948388,7974558,7646424.349,71656.98902,4077487,3230700,5306500,1996600,332087,6539820,36690738.76,39067750,17529686,27865979,418677,910629,8668000,6875000,13484392,5519758,58186055,1934265,794561,4115767,,95821,1237000,8489900,58090246,3882515,12998,9103,18998629,52150265.73,2070731,57580403,27223586,256514000,3148680,21449000,155270,20659000,68989728.5,13552187,8272498,11017057,,,,55300,,,3585176,71082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2.236717159,-0.812069357,2.383690913,,3.358714605,,1.541496271,1.375893668,-1.784130307,5.047188393,1.213390775,-0.210250518,1.515077094,1.948592464,3.34580084,2.080880025,-0.013080545,0.215580681,0.404000649,2.544666566,3.632280813,0,-1.739171058,2.329921804,-5.591815035,2.842535508,1.587895013,,2.803205515,-1.071522016,2.780275337,1.898775028,3.363167615,2.854909075,1.227418982,2.394914512,4.164190263,2.60560989,3.073616763,1.834195344,1.225536228,1.897162321,2.111400782,2.772677279,,2.433821269,3.542711624,-0.890874489,0.674177214,1.404210574,0.087264271,1.573768349,4.154084627,0.309957629,2.151248431,-0.076682488,1.991539394,2.193215895,2.055473423,1.546831183,3.565417314,0.07530624,-1.810004164,3.404692564,1.179119866,0.556882903,0.437301725,3.244900604,3.861172842,0.77451105,0.759475258,2.889675929,0.469029125,1.06641825,0.788703871,2.329021514,4.202593404,2.688683959,0.258501595,2.031225481,,2.717926069,0.839650031,-0.039136583,1.194389078,1.862573145,1.566968414,1.607866499,2.659212076,0.661505211,3.455466899,0.068688398,0.704137077,0.248237081,5.167403995,-0.069352202,3.307720346,1.493445731,,1.128205751,2.725810919,-1.133370651,3.390937827,1.403730496,-3.999245451,2.063537549,1.318611255,-0.108049713,1.328347571,2.269642417,3.019691106,1.017707642,2.600137622,2.976931439,2.396184626,0.929477178,1.976916693,2.624491961,1.335815331,1.841669232,2.564332791,0.917933011,0.552855863,1.103824365,,1.730625524,3.214670843,1.463591536,2.807229072,,2.46842732,0.714099834,,1.041735384,2.451703006,3.211945711,2.548837055,,0.57790781,3.538316128,2.507302803,2.498227819,4.477873278,2.054279998,2.596403642,2.504325067,1.94760163,2.320296417,0.314062165,0.281435506,2.509288378,0.908772977,0.080917064,-1.722755444,0.043724964,-6.849470584,-0.515343114,0.842762291,0.179919548,0.783870701,,1.976325799,2.076724454,2.798870702,0.666426141,1.266768458,-0.4578115,3.003776052,0.443836604,-0.255108559,2.869867486,-0.637826262,2.086528113,0.329971533,1.177912379,2.566519102,1.399603141,2.361660068,0.585466863,1.096903137,2.874714184,1.841976959,1.300083173,0.595847436,3.495491057,2.244838264,,0.657545795,0.77078834,2.043133642,1.755721885,2.874840878,6.262211479,0.517650806,3.416438376,0.287652502,5.129606483,0.270432919,3.394696718,1.386885692,0.699047023,2.344391704,2.92707649,2.261698128,2.02593873,4.900276869,2.503436946,2.468873225,,,,-0.361011222,,,0.645450037,0.48370928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,8.01,2.814,4.216,,7.12,,1.7,2.918,2.399,2.19,1.888,1.49,2.74,2.576,3.432,4.049,1.611,1.75,1.56,4.363,6.603,,5.515,4.81,1.592,4.394,2.643,,3.11,1.54,6.739,6.513,5.581,5.731,1.71,4.988,,5.691,6.654,2.559,2.104,3.012,5.158,5.227,,3.001,5.977,1.48,1.68,2.363,1.72,2.336,7.131,1.76,5.918,2.5,3.33,3.456,4.092,3.777,5.902,6.107,1.69,7.015,3.352,1.85,1.73,5.097,6.048,2.076,1.29,5.396,,1.38,3.551,5.465,6.619,5.902,2.544,5.21,,4.95,1.347,1.77,2.21,3.887,2.934,4.119,5.855,2.02,2.7,1.3,2.855,1.502,5.202,2.5,5.668,3.8,3.256,3.617,5.882,1.73,3.027,4.759,6.414,4.251,,1.89,1.67,1.598,6.179,6.809,3.534,5.431,6.7,2.12,,5.721,2.37,3.249631688,4.82,,3.621,1.825,,3.722,6.147,3.158,4.97,,4.983,1.59,,2.12,4.519,7.808,6.477,,1.88,6.355,5.777,2.79852,6.421,2.906,4.724,4.356,3.617,4.183,1.93,1.48,4.143,1.78,2.191,1.52,1.552,6.371,2.6,3,2.86,4.711,,5.212,5.521,6.541,1.766666667,2.696,5.501,1.76,1.98,1.34,5.604,6.532,3.408,1.32,2.443,5.843,2.64,5.392,2.09,1.58,5.006,4.947,2.052,2.065,5.651,6.056,,4.504,2.179,3.2,2.924,4.071,,,7.072,1.72,3.986,1.79,6.081,2.046,2.49,4.004,4.844,3.29,3.368,7.785,6.341,4.839,,,,2.53,,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2,1,2,0,2,1,2,3,3,2,1,2,0,1,4,1,1,2,2,2,2,0,4,2,2,0,0,3,0,1,0,0,0,3,2,1,0,3,2,3,3,1,1,0,1,0,2,2,2,2,4,2,1,2,0,2,1,2,3,3,2,1,2,0,1,4,1,1,2,2,2,2,0,4,2,2,0,0,3,0,1,0,0,0,3,2,1,0,3,2,3,3,1,1,0,1,0,2,2,2,2,4,2,1,2,0,2,1,2,3,3,2,1,2,0,1,4,1,1,2,2,2,2,0,4,2,2,0,0,3,0,1,0,0,0,3,2,1,0,3,2,3,3,1,1,0,1,0,2,2,2,2,4,2,1,2,0,2,1,2,3,3,2,1,2,0,1,4,1,1,2,2,2,2,0,4,2,2,0,0,3,0,1,0,0,0,3,2,1,0,3,2,3,3,1,1,0,1,0,2,2,2,2,4,2,1,2,0,2,1,2,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,18992011.03,3290384,25911154,,11002805,,62249,32956123,3512056,65524,17284000,7798899,7271000,260507,510022,118129505,259945,10194000,10004500,194000,4965026,61000,546013,6826522,4157495,1391451,152146887,,264346,8632000,9061125,5806513,9868226,12594697,28171681.96,362609,27504,3002213,6297904,13431652,1150780000,33851157,446817,2516047,,3155807,13069970,4510000,10670630,689406,10309000,20456781,38513486,5154000,579429,72000,7524225,10513187,59078208,5409093,392838,3179150,1561000,49955568,729956,5014000,58454894,956878,931215,4835900,80014000,15401291,28290,10260000,96360,9118957,6395905,1048821,749123,7255816,,5039056,5752000,10373400,258000,866530000,180272237,55281749.05,19409188.91,3525700,4949000,56758650,2406041.988,123921000,3545000,16450500,24235024,73173,1363000,4495000,4324936,2662000,3053679,1625674,2100996,4457510,29382,3704000,387000,382341,11614758,9583696,18597308,222227,8861362,363193.4245,47122.42324,2040286,1066655.855,84793154.51,98749,29496,2243379,592465,,25265116,13865685,41473269,1463258,,19578054,15070000,,3495100,4237140,8155914,99886789,,4261700,1910064,110750019.3,15575,2068845.126,2462557,4239197,4360344,22217978,63926225,38244400,9935000,481772,43268000,3706000,23185000,148624000,6885982,41800,136000,107729,162526,,118538,16600046.25,7754455,7595636,70754.98609,4096197,3135100,5283000,2001700,322692,6581666,35933107.76,38939050,17324413,27159893,412858,889375,8617400,6800000,13102273,5419016,57434484,1922774,767267,4024404,,95193,1227502,8318200,57079244,3772488,12209,9056,18360515,52000469.74,1967189,57424897,26314938,252981000,3126746,20952000,150791,20197000,67606101.91,12904101,8067972,10748390,,,,55500,,,3562110,70739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2.236717159,0.027386572,2.456048228,,3.151487033,,0.526694246,1.401369199,-0.925049864,3.559017096,1.274577578,1.134999197,1.552352725,1.900427271,3.404205582,2.136748225,0.10661782,0.049060493,0.371522416,2.6111144,3.482647352,0.823049914,-0.504391421,2.31121051,-3.560722192,2.905875157,1.654580522,,2.819054835,-0.991362586,2.765600253,2.180753149,3.467309501,2.914084143,1.360506045,2.340410662,4.354651903,2.48716299,3.104996954,1.811600046,1.364434008,1.930746639,2.614281109,2.803794484,,2.487032461,3.580709838,-5.814339299,0.785741194,1.286294168,-0.522447009,1.544705858,3.965481014,0.272003276,3.360826191,-0.357692849,2.021267517,2.257740102,2.213552947,1.478591201,3.519114784,0.670534908,-0.511183222,3.385904722,0.880078552,0.560001463,0.465920769,3.236979479,3.907557998,0.703475649,0.728772033,2.856955195,0.410881848,0.969597724,0.18697419,2.316761187,3.968499917,2.552169627,-0.008676436,2.059637194,,2.773807776,0.829228336,-0.005668183,1.248066122,1.98311322,1.614480705,1.607866499,2.659212076,0.56602583,6.017008783,0.069881605,0.668970269,0.310355946,11.18065721,0.625030618,3.363778473,1.831547978,-44.40836497,1.614746904,2.774476163,-0.326289036,2.633064314,1.445931045,-3.087590393,2.10651418,1.315537986,0.162118382,1.33968317,2.70105076,2.986613352,2.138846689,2.692033219,3.062710972,2.150094547,0.883151072,1.976916693,2.599911598,0.909367846,1.865501544,2.49156777,0.923015357,1.224334208,0.934534734,,1.826880788,2.353080822,1.527724418,3.219618717,,2.447748411,0.786094249,,1.356763478,2.373055127,3.138143287,2.584513126,,0.475116144,3.574315585,2.537530633,2.951642754,4.477873278,2.05143036,2.583668499,2.569456059,2.009044197,2.372412103,0.328954557,0.393324091,3.022564692,0.926437777,0.270197408,-0.094843946,0.223632366,-3.766614339,-0.536833976,1.406909545,0.284450255,0.738603229,,2.06352808,2.076724454,2.834246126,0.126942858,1.072776672,0.310427358,2.85035715,0,0.180009049,2.848754923,-0.217352902,2.061300974,0.264995163,1.224716724,2.481669202,1.494429905,2.852152171,0.680005415,1.302564302,2.953784427,2.161288839,1.334742377,0.700449378,3.194366985,2.477126708,,0.653438662,0.712839013,1.98882264,1.755104026,2.808817635,5.609419205,0.575859842,3.489530305,0.208811627,5.222830028,0.309247932,3.323907165,1.336260741,0.679911577,2.132153512,2.794144662,2.238058718,2.101778098,4.684277428,2.610880016,2.709025726,,,,-0.18001805,,,0.707415569,0.921691689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,7.984,2.869,4.468,,7.144,,,2.956,2.482,2.219,1.849,1.5,2.87,2.579,3.578,4.22,1.639,1.8,1.57,4.436,6.677,,5.723,4.866,1.645,4.542,2.717,,3.17,1.65,6.794,6.583,5.708,5.832,1.7,5.151,,5.734,6.662,2.597,2.218,3.057,5.324,5.298,,3.089,6.117,1.53,1.715,2.402,1.86,2.36,7.112,1.68,6.048,,3.397,3.557,4.317,3.862,5.901,6.164,1.77,7.055,3.374,1.8,1.77,5.15,6.075,2.132,1.33,5.504,,1.38,3.701,5.525,6.685,5.891,2.56,5.318,,5.048,1.281,1.86,2.19,3.952,3.024,4.472,5.924,2.09,,1.27,2.899,1.53,5.352,,5.847,,3.395,3.671,5.964,1.86,3.078,4.837,6.464,4.516,,1.97,1.6,1.698,6.225,6.884,3.638,5.762,6.7,2.04,,5.793,2.3,3.345734716,4.882,,3.896,1.843,,3.876,6.194,3.286,5.098,,5.074,1.61,,2.16,4.642,7.84,6.548,,1.92,6.496,5.943,,6.432,2.957,4.757,4.448,3.722,4.266,2.05,1.42,4.272,1.74,2.305,1.57,1.732,6.59,,3.2,2.907,4.744,,5.3,5.678,6.636,1.8,,5.513,1.77,2.05,1.42,5.731,6.564,3.53,1.31,2.495,5.902,2.672,5.571,2.11,1.58,5.267,5.066,2.093,2.098,5.469,6.179,,4.55,2.309,,2.989,4.222,,,7.083,1.81,4.191,1.82,6.148,2.0625,,4.199,4.884,,3.531,7.952,6.398,5.009,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
